interval,roll_off,rating,rating_se,rating_boot_mean,rating_boot_se
0,12,0.9936710213757409,0,0.9901619323340245,0.06589611014075922
0.015015015015015015,12,0.9878562098477435,0,0.9844886556316363,0.06510375279245072
0.03003003003003003,12,0.9814268845655308,0,0.9781999762891423,0.06436860587465096
0.04504504504504504,12,0.9743481065100512,0,0.9712605929468094,0.06369614176301111
0.06006006006006006,12,0.9665848887224441,0,0.9636351494881618,0.06309179547061107
0.07507507507507508,12,0.9581025563869966,0,0.9552886025659938,0.0625608730254061
0.09009009009009009,12,0.9488671624298394,0,0.9461866461947988,0.06210844311840816
0.10510510510510511,12,0.9388459591599021,0,0.9362961938635005,0.06173921162868726
0.12012012012012012,12,0.9280079245984388,0,0.9255859166214486,0.061457379528065716
0.13513513513513514,12,0.9163243398645632,0,0.9140268331690216,0.06126648586357499
0.15015015015015015,12,0.9037694113447733,0,0.9015929451867606,0.061169238990654684
0.16516516516516516,12,0.8903209284523794,0,0.8882619080533806,0.06116734091390486
0.18018018018018017,12,0.875960944703086,0,0.8740157238743588,0.061261311353020965
0.19519519519519518,12,0.8606764667697178,0,0.8588414405623985,0.061450319797988505
0.21021021021021022,12,0.8444601333506218,0,0.8427318378197843,0.06173203511581784
0.22522522522522523,12,0.8273108633481182,0,0.8256860785466742,0.06210250297761302
0.24024024024024024,12,0.8092344512781083,0,0.8077103027289709,0.06255606128125281
0.2552552552552553,12,0.7902440872849923,0,0.7888181405197777,0.06308530272549082
0.2702702702702703,12,0.7703607798452123,0,0.7690311222452428,0.06368109173981269
0.2852852852852853,12,0.7496136613602656,0,0.7483789655759406,0.06433264022125415
0.3003003003003003,12,0.7280401604112284,0,0.7268997241236533,0.0650276432304422
0.3153153153153153,12,0.7056860293797599,0,0.704639787115721,0.06575247229879784
0.3303303303303303,12,0.682605222190026,0,0.6816537262687432,0.06649242067553951
0.34534534534534533,12,0.6588596236952484,0,0.6580039930806824,0.06723199204935691
0.36036036036036034,12,0.6345186391928209,0,0.6337604769104583,0.06795522228961005
0.37537537537537535,12,0.6096586590849883,0,0.6089999407673583,0.06864602272586215
0.39039039039039036,12,0.5843624191598484,0,0.5838053570300743,0.06928853345362666
0.40540540540540543,12,0.5587182807430418,0,0.5582651687634885,0.06986747602564063
0.42042042042042044,12,0.5328194565736942,0,0.5324725034462472,0.0703684964659774
0.43543543543543545,12,0.5067632073822038,0,0.5065243645117367,0.07077849156075088
0.45045045045045046,12,0.48065003072393253,0,0.4805208221353108,0.07108591352834831
0.46546546546546547,12,0.454582857849912,0,0.4545642184358011,0.07128105014424808
0.4804804804804805,12,0.4286662667446359,0,0.428758394227761,0.07135627890607678
0.4954954954954955,12,0.4030057106523836,0,0.40320793542515565,0.07130629463847275
0.5105105105105106,12,0.37770675237127,0,0.37801742810218353,0.07112830988714339
0.5255255255255256,12,0.35287428637659257,0,0.35329070311976973,0.07082222645173629
0.5405405405405406,12,0.3286117245487155,0,0.32913004521051786,0.07039077446529102
0.5555555555555556,12,0.305020117979388,0,0.30563533849172864,0.06983961265486105
0.5705705705705706,12,0.2821971879023322,0,0.2829031213747825,0.06917738003987675
0.5855855855855856,12,0.2602362438409781,0,0.26102552929141254,0.06841568570261365
0.6006006006006006,12,0.23922497678441793,0,0.240089113683313,0.06756901991963744
0.6156156156156156,12,0.21924412927562423,0,0.2201735399120507,0.06665456758482602
0.6306306306306306,12,0.20036606182349662,0,0.2013501841827242,0.0656919043987469
0.6456456456456456,12,0.18265325453449952,0,0.18368066870917593,0.06470255883191309
0.6606606606606606,12,0.1661568022774516,0,0.167215393168346,0.06370942951386101
0.6756756756756757,12,0.1509149786701941,0,0.15199213668162184,0.06273605932959614
0.6906906906906907,12,0.13695195625619125,0,0.13803481577966878,0.06180578428318829
0.7057057057057057,12,0.12427677524447708,0,0.12535248802509388,0.06094079599835519
0.7207207207207207,12,0.11288264959291217,0,0.1139386868212457,0.060161178691428174
0.7357357357357357,12,0.10274668648127956,0,0.10377116002511101,0.05948399989165149
0.7507507507507507,12,0.09383007399176581,0,0.09481206403875701,0.05892254336599001
0.7657657657657657,12,0.08607876393180373,0,0.08700863792680548,0.0584857675400816
0.7807807807807807,12,0.0794246450294857,0,0.08029435155075866,0.05817805097354355
0.7957957957957957,12,0.07378716962405356,0,0.07459049099328541,0.05799925057541878
0.8108108108108109,12,0.069075367946191707,0,0.06980811695673338,0.05794505547490444
0.8258258258258259,12,0.06519016114316906,0,0.06585031017155496,0.058007579845905
0.8408408408408409,12,0.06202686944393141,0,0.06261460407081018,0.058176110888327325
0.8558558558558559,12,0.05947780619642887,0,0.0599954998915228,0.05843791894307656
0.8708708708708709,12,0.05743485165278506,0,0.05788696263095872,0.058779045157438474
0.8858858858858859,12,0.055791911003612964,0,0.05618480662796904,0.059185003293928444
0.9009009009009009,12,0.054447177239616076,0,0.05478889501012284,0.05964135898294239
0.9159159159159159,12,0.053305138600045016,0,0.05360509561009789,0.06013417515641409
0.9309309309309309,12,0.05227829036617,0,0.052546955034526006,0.06065033196119641
0.9459459459459459,12,0.05128852963816012,0,0.0515370705261478,0.061177741256399326
0.960960960960961,12,0.05026822808916386,0,0.05050815475986665,0.06170548023369621
0.975975975975976,12,0.04916099070143322,0,0.04940380097833143,0.062223867508079164
0.990990990990991,12,0.04792211788249525,0,0.04817896464835974,0.06272450041823882
1.006006006006006,12,0.046518794300364846,0,0.04680018327375967,0.06320026628906053
1.021021021021021,12,0.04493003073334554,0,0.04524555859410133,0.06364533458266522
